name,price,image
"ONE True Instinct Turkey & Venison, Dry Dog Food",57.99,https://digital.loblaws.ca/PCX/21235388_C01/en/1/21235388_en_front_v1_400.png
Proactive Health Large Breed Chicken & Whole Grains Adult Dry Dog Food,34.00,https://digital.loblaws.ca/PCX/20646724003_EA/en/1/20646724003_en_front_400.png
Proactive Health Minichunks Chicken & Whole Grains Adult Dry Dog Food,34.00,https://digital.loblaws.ca/PCX/20646724002_EA/en/1/20646724002_en_front_400.png
Proactive Health Minichunks Lamb & Rice Adult Dry Dog Food,55.00,https://digital.loblaws.ca/PCX/21585132_EA/en/1/21585132_en_front_v1_400.png
"Puppy Chow Complete Real Chicken, Dry Puppy Food",36.99,https://digital.loblaws.ca/PCX/21520631_C01/en/1/21520631_en_front_v1_400.png
Small Breed Chicken & Whole Grains Adult Dry Dog Food,20.00,https://digital.loblaws.ca/PCX/21082592_EA/en/1/21082592_en_front_400.png
Vitality+ Dry Food For Adult Dogs Hearty Beef And Vegetable Flavour,26.99,https://digital.loblaws.ca/PCX/20039397002_EA/en/1/20039397002_en_front_v1_400.png
Vitality+ Dry Food For Adult Dogs Roasted Chicken And Vegetable Flavour,26.99,https://digital.loblaws.ca/PCX/20039397001_EA/en/1/20039397001_en_front_v2_400.png
"Zuke's Mini Naturals Tender Bites Chicken Recipe, Dog Treats",9.50,https://digital.loblaws.ca/PCX/21661750_EA/en/1/21661750_en_front_400.png
All Natural Beef Liver Bites Dog Treats,10.50,https://digital.loblaws.ca/PCX/20550003_EA/en/1/20550003_enfr_front_v1_400.png
All Natural Dog Treats Chewy Beef Sticks,10.50,https://digital.loblaws.ca/PCX/21238533_EA/en/1/21238533_en_front_400.png
All Natural Dog Treats Chewy Chicken Sticks,10.50,https://digital.loblaws.ca/PCX/21237984_EA/en/1/21237984_enfr_front_v1_400.png
All Natural Dog Treats Chewy Duck Sticks,10.50,https://digital.loblaws.ca/PCX/21619879_EA/en/1/21619879_enfr_front_400.png
All Natural Dog Treats Chicken Morsels Freeze Dried,10.50,https://digital.loblaws.ca/PCX/21550212_EA/en/1/83530200266_enfr_front_centre_marketing_GS1_Ecommerce_400.png
All Natural Food For Dogs Freeze-Dried Coated Chicken Recipe,29.00,https://digital.loblaws.ca/PCX/21659513_EA/en/1/21659513_enfr_front_400.png
All Natural Food For Dogs Freeze-Dried Coated Lamb Recipe,29.00,https://digital.loblaws.ca/PCX/21659402_EA/en/1/21659402_enfr_front_400.png
Baked Apple Dog Treats,9.00,https://digital.loblaws.ca/PCX/21544864_EA/en/1/21544864_en_front_400.png
Baked Sweet Potato Dog Treats,9.00,https://digital.loblaws.ca/PCX/21544858_EA/en/1/21544858_en_front_400.png
Beef Bones Dog Treats,7.00,https://digital.loblaws.ca/PCX/20773653_EA/en/1/20773653_en_front_400.png
Beef Rawhide Bagels Dog Treats,16.00,https://digital.loblaws.ca/PCX/21081340_EA/en/1/6038318871_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Beef Rawhide Bones Dog Treats,5.00,https://digital.loblaws.ca/PCX/21081425_EA/en/1/21081425_en_front_400.png
"Beggin' Chew-rific Bacon and Cheese, Dog Treats",10.99,https://digital.loblaws.ca/PCX/20947583_EA/en/1/20947583_en_front_v1_400.png
"Beggin' Flavour Stix Bacon & Cheddar Jack, Dog Treats",10.99,https://digital.loblaws.ca/PCX/21661856_EA/en/1/21661856_en_front_400.png
"Beggin' Flavour Stix Bacon & Peanut Butter, Dog Treats",10.99,https://digital.loblaws.ca/PCX/21584888_EA/en/1/21584888_en_front_400.png
"Beggin' Strips Bacon and Cheese, Dog Treats",10.99,https://digital.loblaws.ca/PCX/21101587_EA/en/1/21101587_en_front_v1_400.png
"Beggin' Strips Bacon, Dog Treats",10.99,https://digital.loblaws.ca/PCX/21101589_EA/en/1/21101589_en_front_400.png
"Beggin' Strips Cheeseburger, Dog Treats",10.99,https://digital.loblaws.ca/PCX/21193996_EA/en/1/21193996_en_front_v1_400.png
"Beneful Incredibites Real Chicken & Salmon in Gravy 12C Variety Pack, Wet Dog Food",14.00,https://digital.loblaws.ca/PCX/21577012_EA/en/1/21577012_en_front_400.png
Brushing Chews Large Dog Dental Dog Treats,10.99,https://digital.loblaws.ca/PCX/21168245_EA/en/1/21168245_en_front_400.png
Brushing Chews Small/Medium Dog Dental Dog Treats,10.99,https://digital.loblaws.ca/PCX/21168517_EA/en/1/21168517_en_front_v1_400.png
Celebration Biscuits Treats For Dogs Of All Sizes Pupcake Flavoured Biscuits,5.50,https://digital.loblaws.ca/PCX/21549788_EA/en/1/21549788_en_front_400.png
Chewmaster Real Beef Strips,10.50,https://digital.loblaws.ca/PCX/20655121_EA/en/1/20655121_en_front_400.png
Chicken Breast Tenders,26.00,https://digital.loblaws.ca/PCX/21302221_EA/en/1/21302221_en_front_v1_400.png
Chicken Strips Dog Treats,14.50,https://digital.loblaws.ca/PCX/20899143_EA/en/1/20899143_en_front_400.png
Comfort Chews Dog Treats Medium Bar With Beef,10.00,https://digital.loblaws.ca/PCX/21620569_EA/en/1/21620569_en_front_400.png
Comfort Chews Dog Treats Roll With Chicken,10.00,https://digital.loblaws.ca/PCX/21620417_EA/en/1/21620417_en_front_400.png
Comfort Chews Dog Treats Small Bar With Beef,10.00,https://digital.loblaws.ca/PCX/21620394_EA/en/1/21620394_en_front_400.png
"Crunchy Biscuits Dog Treats, Chicken with Apple & Blueberry",10.00,https://digital.loblaws.ca/PCX/21659337_EA/en/1/21659337_en_front_400.png
"Crunchy Biscuits Dog Treats, Sweet Potato with Peanut Butter",10.00,https://digital.loblaws.ca/PCX/21659336_EA/en/1/21659336_en_front_400.png
Dental Treats Original Petite For Dogs 7-11 Kgs,11.00,https://digital.loblaws.ca/PCX/21588818_EA/en/1/21588818_enfr_front_400.png
Dental Treats Original Teenie For Dogs 2-7 Kgs,11.00,https://digital.loblaws.ca/PCX/21588829_EA/en/1/64286310291_enfr_front_centre_marketing_GS1_Ecommerce_400.png
"DentaLife Chews Medium Breeds, Dog Treats",15.50,https://digital.loblaws.ca/PCX/21081257_EA/en/1/21081257_en_front_400.png
Dentastix Oral Care Adult Mini Breed Dog Treats Dual Flavour Bacon & Chicken,12.49,https://digital.loblaws.ca/PCX/21590855_EA/en/1/21590855_en_front_v1_400.png
Dentastix Oral Care Beef Flavour Adult Dog Treats For Medium Breeds,19.00,https://digital.loblaws.ca/PCX/21194062_EA/en/1/21194062_en_front_v1_400.png
Dentastix Oral Care Beef Flavour Adult Dog Treats For Small Breeds,12.49,https://digital.loblaws.ca/PCX/21081152_EA/en/1/21081152_enfr_front_v1_400.png
Dentastix Oral Care Fresh Flavour Adult Dog Treats For Medium Breeds,12.49,https://digital.loblaws.ca/PCX/21081113_EA/en/1/21081113_en_front_v1_400.png
Dentastix Oral Care Original Adult Dog Treats For Medium Breeds,19.00,https://digital.loblaws.ca/PCX/21194067_EA/en/1/21194067_enfr_front_v1_400.png
Dog Chews Wrapped With Real Chicken Value Pack!,14.00,https://digital.loblaws.ca/PCX/21179182_EA/en/1/21179182_en_front_400.png
"Dog Food, Better Than Rawhide! Twists, BBQ Chicken, 12 Pieces",8.00,https://digital.loblaws.ca/PCX/21302219_EA/en/1/21302219_en_front_400.png
"Dog Food, Chicken Strips Dog Treats for Dogs of any Shape or Size",26.00,https://digital.loblaws.ca/PCX/21198521_EA/en/1/85290900176_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Dog Treat Freeze Dried Beef Liver,18.49,https://digital.loblaws.ca/PCX/21616352_EA/en/1/87896800065_enfr_front_centre_marketing_A_1_GS1_Ecommerce_v1_400.png
"Dog Treats, Beef Tendersticks",10.50,https://digital.loblaws.ca/PCX/20992393_EA/en/1/20992393_enfr_front_400.png
Duck Tenders,15.00,https://digital.loblaws.ca/PCX/21300778_EA/en/1/21300778_en_front_v1_400.png
Extra Meaty Chicken Dog Treats,8.00,https://digital.loblaws.ca/PCX/21544840_EA/en/1/21544840_en_front_400.png
Flavor Snacks Dog Biscuit Large,9.50,https://digital.loblaws.ca/PCX/20318530002_EA/en/1/87180200201_en_front_centre_marketing_GS1_Ecommerce_400.png
Flavour Snacks Medium Assorted Meat Flavours Dog Biscuits,24.00,https://digital.loblaws.ca/PCX/20127942_EA/en/1/87180200574_en_front_centre_marketing_GS1_Ecommerce_400.png
Flavour Snacks Small Assorted Meat Flavours Dog Biscuits,5.00,https://digital.loblaws.ca/PCX/21014573_EA/en/1/21014573_en_front_400.png
Freeze Dried Lamb Bites,10.50,https://digital.loblaws.ca/PCX/21550216_EA/en/1/83530200405_enfr_front_centre_marketing_A_1_GS1_Ecommerce_v1_400.png
GravyBones Meat & Chicken Flavour Dog Snacks,5.00,https://digital.loblaws.ca/PCX/21014695_EA/en/1/87180200773_en_front_centre_marketing_1_GS1_Ecommerce_400.png
In A Blanket Dog Snacks Beef & Cheese Flavour,3.00,https://digital.loblaws.ca/PCX/21472841_EA/en/1/21472841_en_front_400.png
Jumbone Adult Dog Treats For Small And Medium Dogs Beef Flavour,12.49,https://digital.loblaws.ca/PCX/20322974_EA/en/1/20322974_en_front_400.png
Marrobone Adult Dog Treats Real Beef Flavour With Real Bone Marrow,6.50,https://digital.loblaws.ca/PCX/21361566_EA/en/1/21361566_en_front_400.png
Marrobone Adult Dog Treats Real Beef Flavour with Real Bone Marrow,12.49,https://digital.loblaws.ca/PCX/21362338_EA/en/1/5849600039_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Oinkies Dog Chew Treats Lasting Twists Heavier Chew,20.00,https://digital.loblaws.ca/PCX/21121512_EA/en/1/21121512_en_front_400.png
"ONE True Instinct Bites Chicken, Dog Treats",5.49,https://digital.loblaws.ca/PCX/21165880_EA/en/1/21165880_en_front_v1_400.png
"ONE True Instinct Bites Venison, Dog Treats",14.99,https://digital.loblaws.ca/PCX/21625178_EA/en/1/21625178_en_front_v1_400.png
Original Medium Dog Biscuits,5.00,https://digital.loblaws.ca/PCX/21014403_EA/en/1/87180200219_en_front_centre_marketing_GS1_Ecommerce_400.png
Original Small Dog Biscuits,3.59,https://digital.loblaws.ca/PCX/20297282001_EA/en/1/87180200213_en_front_centre_marketing_GS1_Ecommerce_400.png
Pig Ears Dog Treats,17.99,https://digital.loblaws.ca/PCX/20773658_EA/en/1/20773658_en_front_400.png
Smartbites Treats For Dogs Chicken Flavour Immune Support,11.00,https://digital.loblaws.ca/PCX/21554524_EA/en/1/21554524_en_front_400.png
Soft & Chewy Beef Steak Flavour Dog Treats,11.49,https://digital.loblaws.ca/PCX/21047843_EA/en/1/87180200759_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Soft & Chewy Chicken Recipe Dog Treats,2.69,https://digital.loblaws.ca/PCX/20303865001_EA/en/1/87180200224_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Soft & Chewy Dog Treats Steak and Cheese Flavour,2.69,https://digital.loblaws.ca/PCX/20303865003_EA/en/1/20303865003_en_front_400.png
Stacked Biscuits Dog Snacks Molasses & Peanut Butter Flavour Filling,5.50,https://digital.loblaws.ca/PCX/21479289_EA/en/1/21479289_en_front_400.png
Sweet Potato & Duck Twists,26.00,https://digital.loblaws.ca/PCX/21302215_EA/en/1/21302215_en_front_v1_400.png
Sweet Potato Chews Dog Treats,10.50,https://digital.loblaws.ca/PCX/20339693_EA/en/1/20339693_enfr_front_v1_400.png
"Wag 'n Wrap Dog Treats, Jumbo",9.00,https://digital.loblaws.ca/PCX/20796987_EA/en/1/20796987_en_front_400.png
"Zuke's Chewy Meaty Sticks Beef Recipe, Dog Treats",9.50,https://digital.loblaws.ca/PCX/21661855_EA/en/1/21661855_en_front_400.png
"Zuke's Lil’ Links Chicken and Apple Recipe Training Treats, Dog Treats",9.50,https://digital.loblaws.ca/PCX/21661760_EA/en/1/21661760_en_front_400.png
"Zuke's Mini Naturals Tender Bites Beef Recipe, Dog Treats",9.50,https://digital.loblaws.ca/PCX/21661853_EA/en/1/21661853_en_front_400.png
"Zuke's Mini Naturals Tender Bites Peanut Butter & Oats Recipe, Dog Treats",9.50,https://digital.loblaws.ca/PCX/21661851_EA/en/1/21661851_en_front_400.png
"Zuke's Mini Naturals Tender Bites Salmon Recipe, Dog Treats",9.50,https://digital.loblaws.ca/PCX/21661852_EA/en/1/21661852_en_front_400.png
LED Bash Barbell Dog Toy,16.00,https://digital.loblaws.ca/PCX/21119543_EA/en/1/21119543_en_front_400.png
All Natural Catnip Toy Megabonkas,13.00,https://digital.loblaws.ca/PCX/21549080_EA/en/1/21549080_enfr_front_400.png
Crunchable Ball,11.00,https://digital.loblaws.ca/PCX/20985852_EA/en/1/20985852_enfr_front_400.png
Squeak Tennis Ball Dog Toy,8.99,https://digital.loblaws.ca/PCX/21119663_EA/en/1/21119663_en_front_400.png
"Fancy Feast Petites Pâté Wild Alaskan Salmon Entrée, Wet Cat Food",1.29,https://digital.loblaws.ca/PCX/21357364_EA/en/1/21357364_en_front_400.png
Favourites Adult Wet Cat Food Cuts In Gravy Salmon Flavour Pouch,0.90,https://digital.loblaws.ca/PCX/21659626_EA/en/1/21659626_enfr_front_v1_400.png
Favourites Adult Wet Cat Food Morsels in Gelled Gravy Chicken & Turkey Flavour Pouch,0.90,https://digital.loblaws.ca/PCX/21659711_EA/en/1/21659711_enfr_front_v1_400.png
Favourites Adult Wet Cat Food Cuts In Gravy White Fish Pouch,0.90,https://digital.loblaws.ca/PCX/21659652_EA/en/1/21659652_enfr_front_v1_400.png
"Bistro Perfect Portions Adult Wet Cat Food Cuts in Gravy, Chicken in Alfredo Sauce & Salmon in Cream Sauce Variety Pack",18.49,https://digital.loblaws.ca/PCX/21517795_EA/en/1/21517795_en_front_400.png
"Chicken, Turkey, Salmon & Tuna Cuts in Gravy Multipack Wet Cat Food",29.00,https://digital.loblaws.ca/PCX/21169598_EA/en/1/21169598_en_front_400.png
Fancy Feast Classic Broths Cat Treats with Chicken & Vegetables,1.50,https://digital.loblaws.ca/PCX/21358051_EA/en/1/21358051_en_front_v1_400.png
"Fancy Feast Classic Broths Cat Treats with Tuna, Shrimp & Whitefish",1.50,https://digital.loblaws.ca/PCX/21358018_EA/en/1/21358018_en_front_v1_400.png
"Fancy Feast Gravy Lovers Chicken Feast in Gravy Grilled, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20707923_EA/en/1/20707923_en_front_v1_400.png
"Fancy Feast Gravy Lovers Variety Pack, Wet Cat Food",10.99,https://digital.loblaws.ca/PCX/20753278_EA/en/1/20753278_en_front_400.png
"Fancy Feast Grilled Chicken Feast in Gravy, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20302296002_EA/en/1/20302296002_en_front_400.png
"Fancy Feast Grilled in Gravy Variety Pack Poultry & Fish, Wet Cat Food",10.99,https://digital.loblaws.ca/PCX/20307537_EA/en/1/20307537_en_front_v1_400.png
"Fancy Feast Grilled Tuna Feast, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20302296005_EA/en/1/20302296005_en_front_v1_400.png
"Fancy Feast Kitten Variety Pack, Wet Kitten Food",10.99,https://digital.loblaws.ca/PCX/21637311_EA/en/1/21637311_en_front_400.png
"Fancy Feast Medleys Florentine Collection Variety Pack, Wet Cat Food",10.99,https://digital.loblaws.ca/PCX/20153246001_EA/en/1/20153246001_en_front_v1_400.png
"Fancy Feast Medleys Primavera Collection Variety Pack, Wet Cat Food",10.99,https://digital.loblaws.ca/PCX/20153246002_EA/en/1/20153246002_en_front_v1_400.png
"Fancy Feast Pate Assorted Variety Pack, Wet Cat Food",21.29,https://digital.loblaws.ca/PCX/21170955_C01/en/1/21170955_en_front_v1_400.png
"Fancy Feast Pate Beef Flavour Feast, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20548687001_EA/en/1/20548687001_en_front_400.png
"Fancy Feast Pate Chicken Feast, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20302296012_EA/en/1/20302296012_en_front_v1_400.png
"Fancy Feast Pate Cod, Sole & Shrimp Feast, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20302296009_EA/en/1/20302296009_en_front_v1_400.png
"Fancy Feast Pate Deli Supper Variety Pack, Wet Cat Food",10.99,https://digital.loblaws.ca/PCX/20946804_EA/en/1/20946804_en_front_v1_400.png
"Fancy Feast Pate Ocean Whitefish & Tuna Feast, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20302296014_EA/en/1/20302296014_en_front_v1_400.png
"Fancy Feast Pate Salmon & Shrimp Feast, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20946442_EA/en/1/20946442_en_front_v1_400.png
"Fancy Feast Pate Salmon Feast, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20311259_EA/en/1/20311259_en_front_v1_400.png
"Fancy Feast Pate Tender Liver & Chicken Feast, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20302296001_EA/en/1/20302296001_en_front_v1_400.png
"Fancy Feast Petites Grilled Chicken Entrée in Gravy, Wet Cat Food",1.29,https://digital.loblaws.ca/PCX/21357361_EA/en/1/21357361_en_front_400.png
"Fancy Feast Petites Ocean Whitefish Entrée in Gravy, Wet Cat Food",1.29,https://digital.loblaws.ca/PCX/21357335_EA/en/1/21357335_en_front_400.png
"Fancy Feast Petites Pâté Braised Chicken Entrée, Wet Cat Food",1.29,https://digital.loblaws.ca/PCX/21357336_EA/en/1/21357336_en_front_400.png
"Fancy Feast Petites Seared Salmon Entrée in Gravy, Wet Cat Food",1.29,https://digital.loblaws.ca/PCX/21357340_EA/en/1/21357340_en_front_400.png
"Fancy Feast Pâté Seafood Supper Variety Pack 12C, Wet Cat Food",10.99,https://digital.loblaws.ca/PCX/20317086_EA/en/1/20317086_en_front_v1_400.png
"Fancy Feast Pâté Seafood Supper Variety Pack 24C, Wet Cat Food",21.29,https://digital.loblaws.ca/PCX/21237250_C01/en/1/21237250_en_front_v1_400.png
Favourites Adult Wet Cat Food Cuts In Gravy Chicken Flavour Pouch,0.90,https://digital.loblaws.ca/PCX/21659520_EA/en/1/21659520_enfr_front_v1_400.png
Favourites Adult Wet Cat Food Cuts In Gravy Tuna Flavour Pouch,0.90,https://digital.loblaws.ca/PCX/21659470_EA/en/1/21659470_enfr_front_v1_400.png
Favourites Wet Food For Kitten Morsels In Gelled Gravy Salmon Pouch,0.90,https://digital.loblaws.ca/PCX/21659695_EA/en/1/21659695_enfr_front_v1_400.png
"Friskies Chicken Lovers Variety Pack, Wet Cat Food",21.99,https://digital.loblaws.ca/PCX/21550416_C01/en/1/21550416_en_front_400.png
"Friskies Extra Gravy Chicken in Savoury Gravy, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20856435_EA/en/1/20856435_enfr_front_v1_400.png
"Friskies Extra Gravy Turkey in Savoury Gravy, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20855827_EA/en/1/20855827_en_front_v1_400.png
"Friskies Gravy Pleasers Chicken Flavours Variety Pack, Wet Cat Food",21.99,https://digital.loblaws.ca/PCX/21550589_C01/en/1/21550589_en_front_400.png
"Friskies Greatest Hits Assorted Variety Pack, Wet Cat Food",28.50,https://digital.loblaws.ca/PCX/21186868_C01/en/1/21186868_en_front_400.png
"Friskies Poultry Variety Pack, Wet Cat Food",28.50,https://digital.loblaws.ca/PCX/21186739_C01/en/1/21186739_en_front_v1_400.png
"Friskies Pâté Chef's Dinner, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20319657006_EA/en/1/20319657006_en_front_400.png
"Friskies Pâté Chicken Dinner, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20316703_EA/en/1/20316703_en_front_400.png
"Friskies Pâté Ocean Delights Variety Pack, Wet Cat Food",21.99,https://digital.loblaws.ca/PCX/21082328_C01/en/1/21082328_en_front_v1_400.png
"Friskies Pâté Salmon Dinner, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20319657005_EA/en/1/20319657005_en_front_v1_400.png
"Friskies Pâté Seafood Supreme, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20319657007_EA/en/1/20319657007_en_front_400.png
"Friskies Pâté Turkey and Giblets, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20654336_EA/en/1/20654336_en_front_400.png
"Friskies Seafood & Chicken Lovers Variety Pack, Wet Cat Food",21.99,https://digital.loblaws.ca/PCX/21517462_C01/en/1/21517462_en_front_400.png
"Friskies Shredded Chicken and Salmon Dinner, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20319657002_EA/en/1/20319657002_enfr_front_v1_400.png
"Friskies Shredded Ocean Whitefish and Tuna, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20319657003_EA/en/1/20319657003_enfr_front_v1_400.png
"Friskies Shredded Poultry and Fish Combo Variety Pack, Wet Cat Food",28.50,https://digital.loblaws.ca/PCX/21186765_C01/en/1/21186765_en_front_v1_400.png
"Friskies Shredded Turkey and Cheese Dinner in Gravy, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20319657001_EA/en/1/20319657001_en_front_400.png
"Friskies Tasty Treasures Chicken and Tuna in Sauce, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/20753264_EA/en/1/20753264_en_front_v1_400.png
"Friskies Tasty Treasures Poultry and Fish Combo Variety Pack, Wet Cat Food",21.99,https://digital.loblaws.ca/PCX/21550423_C01/en/1/21550423_en_front_400.png
Friskies Turkey Experience Wet Cat Food Variety Pack 32 Count,28.50,https://digital.loblaws.ca/PCX/21478109_C01/en/1/21478109_en_front_v1_400.png
Nutrition First Chicken and Vegetable Dinner Paté Premium Cat Food,1.19,https://digital.loblaws.ca/PCX/21359624_EA/en/1/21359624_enfr_front_v1_400.png
Nutrition First Chicken and Vegetable Stew Premium Cat Food,1.19,https://digital.loblaws.ca/PCX/21359608_EA/en/1/21359608_enfr_front_v1_400.png
"Nutrition First Chicken, Beef, and Vegetable Stew Premium Cat Food",1.19,https://digital.loblaws.ca/PCX/21359618_EA/en/1/21359618_enfr_front_v1_400.png
"Nutrition First Duck, Chicken, and Vegetable Dinner in Gravy Premium Cat Food",1.19,https://digital.loblaws.ca/PCX/21618544_EA/en/1/21618544_enfr_front_v1_400.png
"Nutrition First Ocean Whitefish, Chicken, and Vegetable Dinner Paté Premium Cat Food",1.19,https://digital.loblaws.ca/PCX/21618536_EA/en/1/21618536_enfr_front_v1_400.png
"Nutrition First Salmon, Chicken, and Vegetable Dinner in Gravy Premium Cat Food",1.19,https://digital.loblaws.ca/PCX/21618582_EA/en/1/21618582_enfr_front_v1_400.png
Perfect Portions Chicken Paté Adult Wet Cat Food,1.50,https://digital.loblaws.ca/PCX/20945097_EA/en/1/20945097_en_front_400.png
Perfect Portions Salmon Paté Adult Wet Cat Food,1.50,https://digital.loblaws.ca/PCX/20945388_EA/en/1/20945388_en_front_400.png
"Cat Chow Complete Real Chicken, Dry Cat Food",9.50,https://digital.loblaws.ca/PCX/20319556001_EA/en/1/20319556001_en_front_v1_400.png
"Nutrition First Weight & Hairball Control Cat Food, Chicken, Rice & Pea",28.29,https://digital.loblaws.ca/PCX/21303157_EA/en/1/21303157_en_front_400.png
"Beyond Simply Salmon & Whole Brown Rice Recipe, Dry Cat Food",14.99,https://digital.loblaws.ca/PCX/21118387_EA/en/1/21118387_en_front_v1_400.png
Cat Dry Food,10.50,https://digital.loblaws.ca/PCX/21361595_EA/en/1/6038301516_enfr_front_centre_marketing_GS1_Ecommerce_400.png
"3-Flavour Mix Cat Food, Chicken, Turkey & Seafood",13.49,https://digital.loblaws.ca/PCX/20163065001_EA/en/1/20163065001_en_front_400.png
"3-Flavour Mix Dry Cat Food, Chicken, Turkey & Seafood",20.00,https://digital.loblaws.ca/PCX/20029218_EA/en/1/20029218_en_front_400.png
Adult Dry Cat Food Beef Selections With Natural Beef Flavour,20.00,https://digital.loblaws.ca/PCX/21589035_EA/en/1/5849643352_en_front_centre_marketing_GS1_Ecommerce_400.png
Adult Dry Cat Food Hairball Control With Real Chicken,10.00,https://digital.loblaws.ca/PCX/21592556_EA/en/1/5849646717_en_front_centre_marketing_GS1_Ecommerce_400.png
Adult Dry Cat Food High Protein With Real Chicken,10.00,https://digital.loblaws.ca/PCX/21592570_EA/en/1/5849646719_en_front_centre_marketing_GS1_Ecommerce_400.png
Adult Dry Cat Food Meaty Selections With Real Chicken,36.00,https://digital.loblaws.ca/PCX/20150352_EA/en/1/20150352_en_front_v1_400.png
Adult Dry Cat Food Seafood Selections With Natural Salmon And Shrimp Flavour,20.00,https://digital.loblaws.ca/PCX/21593650_EA/en/1/5849602681_en_front_centre_marketing_GS1_Ecommerce_400.png
Adult Dry Cat Food Seafood Selections With Real Salmon,36.00,https://digital.loblaws.ca/PCX/20549411_EA/en/1/20549411_en_front_400.png
Balanced Nutrition Cat Food,13.49,https://digital.loblaws.ca/PCX/20296029001_EA/en/1/20296029001_en_front_400.png
Balanced Nutrition Dry Cat Food,7.79,https://digital.loblaws.ca/PCX/21702037_EA/en/1/6038378749_en_front_centre_marketing_GS1_Marketing_400.png
Beef Selections Adult Dry Cat Food With Natural Beef Flavour,10.00,https://digital.loblaws.ca/PCX/21589000_EA/en/1/21589000_en_front_v1_400.png
"Beyond Grain Free Wild-Caught Whitefish & Free Run Egg Recipe, Dry Cat Food",14.99,https://digital.loblaws.ca/PCX/21118376_EA/en/1/21118376_en_front_400.png
"Beyond Simply Farm-Raised Chicken & Whole Oat Meal Recipe, Dry Cat Food",14.99,https://digital.loblaws.ca/PCX/21118646_EA/en/1/21118646_en_front_400.png
"Beyond Wild Turkey, Egg & Bone Broth Recipe, Dry Dog Food",13.00,https://digital.loblaws.ca/PCX/21661747_EA/en/1/21661747_en_front_400.png
"Cat Chow Complete Real Salmon, Dry Cat Food",9.50,https://digital.loblaws.ca/PCX/21584930_EA/en/1/21584930_en_front_v1_400.png
"Cat Chow Indoor Real Chicken, Dry Cat Food",28.00,https://digital.loblaws.ca/PCX/20599676_EA/en/1/20599676_en_front_v1_400.png
Cat Food Hairball Control,8.00,https://digital.loblaws.ca/PCX/21586074_EA/en/1/21586074_en_front_400.png
Cat Food Original Choice,8.00,https://digital.loblaws.ca/PCX/21586251_EA/en/1/21586251_en_front_400.png
"Cat Food, Chicken & Brown Rice Recipe",10.50,https://digital.loblaws.ca/PCX/21361585_EA/en/1/21361585_en_front_400.png
"Cat Food, Nutrition First Grain Free , Salmon, Potato & Pea",14.50,https://digital.loblaws.ca/PCX/21305872_EA/en/1/21305872_en_front_400.png
"Cat Food, Tasty Layers Beef and Salmon Flavour 1.36kg",10.50,https://digital.loblaws.ca/PCX/21383296_EA/en/1/87180200878_enfr_front_centre_marketing_A_1_GS1_Ecommerce_400.png
"Cat Food, Tasty Layers Chicken and Tuna Flavour 1.36kg",10.50,https://digital.loblaws.ca/PCX/21383314_EA/en/1/21383314_en_front_400.png
Chicken Cat Food,25.00,https://digital.loblaws.ca/PCX/21361599_EA/en/1/6038301517_enfr_front_centre_marketing_GS1_Ecommerce_400.png
Dry Kitten Food With Chicken For Cats 1-12 Months,10.00,https://digital.loblaws.ca/PCX/21636687_EA/en/1/5849646723_en_front_centre_marketing_1_GS1_Ecommerce_400.png
Extra Meaty Dry Salmon Cat Food,10.50,https://digital.loblaws.ca/PCX/21361590_EA/en/1/21361590_en_front_400.png
"Fancy Feast Gravy Lovers Paté Assorted Variety Pack, Wet Cat Food",10.99,https://digital.loblaws.ca/PCX/21625176_EA/en/1/21625176_en_front_v1_400.png
"Fancy Feast Gravy Lovers Paté Chicken Feast in Gravy, Wet Cat Food",0.90,https://digital.loblaws.ca/PCX/21621815_EA/en/1/21621815_en_front_v1_400.png
